Observation id	08.23.21_ Cage B_ 2_Virgin							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.23.21/Cage B/2.mp4							
								
Observation date	2021-11-29 17:35:59							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
162.858	/Volumes/LaCie/08.23.21/Cage B/2.mp4	512.970	30.0	female	genital contact			START
186.872	/Volumes/LaCie/08.23.21/Cage B/2.mp4	512.970	30.0	female	genital contact			STOP
476.992	/Volumes/LaCie/08.23.21/Cage B/2.mp4	512.970	30.0	female	genital contact			START
480.991	/Volumes/LaCie/08.23.21/Cage B/2.mp4	512.970	30.0	female	genital contact			STOP
