Observation id	09.07.21_ Cage 4_ 3_Mated							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/09.07.21/Cage 4/3.mp4							
								
Observation date	2022-01-07 17:22:24							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
243.724	/Volumes/LaCie/09.07.21/Cage 4/3.mp4	506.930	30.0	female	genital contact			START
258.482	/Volumes/LaCie/09.07.21/Cage 4/3.mp4	506.930	30.0	female	genital contact			STOP
304.169	/Volumes/LaCie/09.07.21/Cage 4/3.mp4	506.930	30.0	female	genital contact			START
314.173	/Volumes/LaCie/09.07.21/Cage 4/3.mp4	506.930	30.0	female	genital contact			STOP
