Observation id	08.19.21_ Set 2_ Cage B_ 2_Mated							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4							
								
Observation date	2021-11-02 12:47:37							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
115.952	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			START
130.702	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			STOP
179.452	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			START
223.453	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			STOP
362.455	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			START
377.952	/Volumes/LaCie/08.19.21/Set 2/Cage B/2.mp4	572.470	30.0	female	genital contact			STOP
