Observation id	08.19.21_ Set 2_ Cage A_ 1_Virgin							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 2/Cage A/1.mp4							
								
Observation date	2021-10-15 13:16:35							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
213.153	/Volumes/LaCie/08.19.21/Set 2/Cage A/1.mp4	561.370	30.0	female	mating			START
226.164	/Volumes/LaCie/08.19.21/Set 2/Cage A/1.mp4	561.370	30.0	female	mating			STOP
