Observation id	08.19.21_ Set 2_ Cage A_ 2_Virgin							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 2/Cage A/2.mp4							
								
Observation date	2021-10-15 13:57:46							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
172.239	/Volumes/LaCie/08.19.21/Set 2/Cage A/2.mp4	530.700	30.0	female	mating			START
193.726	/Volumes/LaCie/08.19.21/Set 2/Cage A/2.mp4	530.700	30.0	female	mating			STOP
