Observation id	08.19.21_ Set 2_ Cage A_ 5_Virgin							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 2/Cage A/5.mp4							
								
Observation date	2021-10-19 16:53:48							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
348.976	/Volumes/LaCie/08.19.21/Set 2/Cage A/5.mp4	518.670	30.0	female	mating			START
361.721	/Volumes/LaCie/08.19.21/Set 2/Cage A/5.mp4	518.670	30.0	female	mating			STOP
